"""三友化工连续2周融资净买入合计466.42万元""",3,24,2024
"""三友化工本周沪股通持股市值减少1934.48万元，居化学原料板块第七""",3,24,2024
"""年线macd死叉""",3,24,2024
"""评论图片有真相""",3,23,2024
"""远离此企业""",3,23,2024
"""？[韭菜][韭菜][韭菜][韭菜]""",3,23,2024
"""国企需要市值管理吗？""",3,23,2024
"""财务有问题？？""",3,23,2024
"""两三年前买过此股，成本价大概16元左右，掉到12块5的就割肉了，不然的话越套越深""",3,23,2024
"""三年多了没一天涨停版，走线一直在最底端，从未大幅上行成功过这三年多来。无望""",3,23,2024
"""三友化工：融资净买入360.93万元，融资余额3.22亿元（03-22）""",3,23,2024
"""割完只剩10000股，成本40多，就这样了。""",3,23,2024
"""三友化工03月22日被沪股通减持287.4万股""",3,23,2024
"""垃圾桶""",3,22,2024
"""此股牛逼！""",3,22,2024
"""钨品市场深度分析：2024年1-2月份中国出口量为2081吨""",3,22,2024
"""上证要是再回到去年2600多点位，三友股价会是多少呢""",3,22,2024
"""最低价收盘啊""",3,22,2024
"""死就死，哈哈""",3,22,2024
"""死就死呗，哈哈""",3,22,2024
"""完全没希望看看K线全是向下的""",3,22,2024
"""看这个周线，真是吓人！""",3,22,2024
"""看看山东海化，再看看他，牛气！""",3,22,2024
"""东方财富好！""",3,22,2024
"""这票跌破4元可以买一点""",3,22,2024
"""这是一只，这是一个的小三""",3,22,2024
"""真是有毒""",3,22,2024
"""你看看你个d洋""",3,22,2024
"""哦耶，暴跌开始了，这几年就别想着赚钱了""",3,22,2024
"""三友化工看看山东海化，双环科技今天涨多少？""",3,22,2024
"""三友化工看看人家山东海化，双环科技今天涨了多少？""",3,22,2024
"""今天跑赢大盘了""",3,22,2024
"""真垃圾！""",3,22,2024
"""这么受外界影响吗？谁把股价拉下来的？好不容易恢复一点，又打下去了。""",3,22,2024
"""今天终于下决心换股了""",3,22,2024
"""下跌永远少不了他，上涨不可能的""",3,22,2024
"""的""",3,22,2024
"""下跌永远没有落下""",3,22,2024
"""这俩真的败类啊""",3,22,2024
"""春生，做个人吧""",3,22,2024
"""狂跌一下，我就上车，给个机会""",3,22,2024
"""化纤暴涨，你没反应""",3,22,2024
"""天天这死样，哎...[快哭了]""",3,22,2024
"""转发""",3,22,2024
"""三友化工：融资净偿还324.94万元，融资余额3.19亿元（03-21）""",3,22,2024
"""这家伙拿在手里3年多了，怎么是这样的啊？当初是看到社保基金在里面，每次都是涨了一""",3,22,2024
"""三友化工03月21日被沪股通减持77.09万股""",3,22,2024
"""股价怎么这么低啊。。。。以前我9元玩过！！！""",3,21,2024
"""回到4元，我加全仓锁10年不动。""",3,21,2024
"""这货居然不是化工板块…！…""",3,21,2024
"""赶紧破5，不破5，坚决不买！""",3,21,2024
"""久横必跌""",3,21,2024
"""今天收盘5.05""",3,21,2024
"""清仓了。垃圾股""",3,21,2024
"""这小三是真会耍猴""",3,21,2024
"""垃圾""",3,21,2024
"""就是跌，奈何""",3,21,2024
"""最后的加仓机会！抓紧买！""",3,21,2024
"""当下跌已成习惯可以怎么做""",3,21,2024
"""为什么天天跌？""",3,21,2024
"""回到4.8""",3,21,2024
"""股价这么低，建议缩股，两股变一股""",3,21,2024
"""看来又要跌到5元以下了""",3,21,2024
"""织布机，织啊织布机""",3,21,2024
"""看来真是跌到你怀疑人生！""",3,21,2024
"""阴跌到没完没了""",3,21,2024
"""8个交易日内两根大阳线，立贴为证，没有扇我100次耳光""",3,21,2024
"""买钢材化工套牢的是不是今年别看了。板块没有过5的，永远是跌跌跌""",3,21,2024
"""今天起炒三友化工""",3,21,2024
"""三友化工：融资净买入217.98万元，融资余额3.22亿元（03-20）""",3,21,2024
"""买了这个古镇是作孽""",3,20,2024
"""浪费时间""",3,20,2024
"""三友的兄弟不要着急，下面至少还有中泰的11万股东给你们垫底，心里不会那么难受""",3,20,2024
